airport_name,airport_kr_name,airport_iata_code,airport_iso_country,airport_continent
Culion Airport,쿨리온 공항,CUJ,PH,AS
Hollister Municipal Airport,홀리스터 시립공항,HLI,US,NA
Cape Vogel Airport,케이프 보겔 공항,CVL,PG,OC
Chitina Airport,치티나 공항,CXC,US,NA
Arctic Bay Airport,아크틱 베이 공항,YAB,CA,NA
Cat Lake Airport,캣 레이크 공항,YAC,CA,NA
La Grande-3 Airport,라 그란데-3 공항,YAR,CA,NA
Fort Frances Municipal Airport,포트프랜시스 시립공항,YAG,CA,NA
La Grande-4 Airport,라 그란데-4 공항,YAH,CA,NA
Alert Bay Airport,얼러트 베이 공항,YAL,CA,NA
Sault Ste Marie Airport,수세인트마리 공항,YAM,CA,NA
Kasabonika Airport,카사보니카 공항,XKS,CA,NA
Kangirsuk Airport,강기르숙 공항,YKG,CA,NA
Attawapiskat Airport,아타와피스카트 공항,YAT,CA,NA
St. Anthony Airport,세인트 앤서니 공항,YAY,CA,NA
Tofino / Long Beach Airport,토피노/롱비치 공항,YAZ,CA,NA
Banff Airport,밴프 공항,YBA,CA,NA
Kugaaruk Airport,쿠가루크 공항,YBB,CA,NA
Baie-Comeau Airport,바이 코모 공항,YBC,CA,NA
Bella Coola Airport,벨라 쿨라 공항,QBC,CA,NA
Uranium City Airport,우라늄 시티 공항,YBE,CA,NA
Bonnyville Airport,보니빌 공항,YBY,CA,NA
Saguenay-Bagotville Airport,새기네이바고트빌 공항,YBG,CA,NA
Baker Lake Airport,베이커 레이크 공항,YBK,CA,NA
Campbell River Airport,캠벨 리버 공항,YBL,CA,NA
Tadoule Lake Airport,타둘레 레이크 공항,XTL,CA,NA
Brandon Municipal Airport,브랜든 시립공항,YBR,CA,NA
Brochet Airport,브로셰 공항,YBT,CA,NA
Berens River Airport,베렌스 리버 공항,YBV,CA,NA
Lourdes-de-Blanc-Sablon Airport,루르드 드 블랑 사블롱 공항,YBX,CA,NA
Cartwright Airport,카트라이트 공항,YRF,CA,NA
Cambridge Bay Airport,캠브리지 베이 공항,YCB,CA,NA
Cornwall Regional Airport,콘월 지역공항,YCC,CA,NA
Nanaimo Airport,너나이모 공항,YCD,CA,NA
Castlegar/West Kootenay Regional Airport,캐슬가/웨스트 쿠트네이 지역 공항,YCG,CA,NA
Miramichi Airport,미라미치 공항,YCH,CA,NA
Chatham Kent Airport,채텀켄트 공항,XCM,CA,NA
Charlo Airport,샤를로 공항,YCL,CA,NA
Cochrane Airport,코크런 공항,YCN,CA,NA
Kugluktuk Airport,쿠글루크툭 공항,YCO,CA,NA
Chetwynd Airport,쳇윈드 공항,YCQ,CA,NA
Cross Lake (Charlie Sinclair Memorial) Airport,크로스 레이크(찰리 싱클레어 기념관) 공항,YCR,CA,NA
Chesterfield Inlet Airport,체스터필드 인렛 공항,YCS,CA,NA
Coronation Airport,코로네이션 공항,YCT,CA,NA
Chilliwack Airport,칠리왝 공항,YCW,CA,NA
Clyde River Airport,클라이드 리버 공항,YCY,CA,NA
Fairmont Hot Springs Airport,페어몬트 핫스프링스 에어포트,YCZ,CA,NA
Dawson City Airport,도슨 시티 공항,YDA,CA,NA
Burwash Airport,버워시 공항,YDB,CA,NA
Deer Lake Airport,디어 레이크 공항,YDF,CA,NA
Dease Lake Airport,디이즈 레이크 공항,YDL,CA,NA
Ross River Airport,로스리버 공항,XRR,CA,NA
Dauphin Barker Airport,도핀 바커 공항,YDN,CA,NA
Dolbeau St Felicien Airport,돌보 세인트 펠리시앙 공항,YDO,CA,NA
Nain Airport,나인 공항,YDP,CA,NA
Dawson Creek Airport,도슨 크릭 공항,YDQ,CA,NA
Edmonton International Airport,에드먼턴 국제공항,YEG,CA,NA
Arviat Airport,아르비아 공항,YEK,CA,NA
Elliot Lake Municipal Airport,엘리엇 레이크 시립공항,YEL,CA,NA
Manitoulin East Municipal Airport,매니툴린 이스트 시립공항,YEM,CA,NA
Estevan Airport,에스테반 공항,YEN,CA,NA
Fort Severn Airport,포트 세번 공항,YER,CA,NA
Edson Airport,에드슨 공항,YET,CA,NA
Eureka Airport,유레카 공항,YEU,CA,NA
Inuvik Mike Zubko Airport,이누빅 마이크 주브코 공항,YEV,CA,NA
Amos/Magny Airport,아모스/마그니 공항,YEY,CA,NA
Fort Albany Airport,포트 알바니 공항,YFA,CA,NA
Iqaluit Airport,이칼루이트 공항,YFB,CA,NA
Fredericton Airport,프레더릭턴 공항,YFC,CA,NA
Forestville Airport,포레스트빌 공항,YFE,CA,NA
Fort Hope Airport,포트 호프 공항,YFH,CA,NA
Mont-Tremblant International Airport,몽트랑블랑 국제공항,YTM,CA,NA
Flin Flon Airport,플린 플론 공항,YFO,CA,NA
Fort Resolution Airport,포트 레졸루션 공항,YFR,CA,NA
Fort Simpson Airport,포트 심슨 공항,YFS,CA,NA
Makkovik Airport,마코빅 공항,YMN,CA,NA
Texada Gillies Bay Airport,텍사스 길리스 베이 공항,YGB,CA,NA
Fort Good Hope Airport,포트 굿 호프 공항,YGH,CA,NA
Kingston Norman Rogers Airport,킹스턴 노먼 로저스 공항,YGK,CA,NA
Gimli Industrial Park Airport,김리산업단지 공항,YGM,CA,NA
Gods Lake Narrows Airport,갓즈 레이크 내로우스 공항,YGO,CA,NA
Geraldton Greenstone Regional Airport,제랄튼 그린스톤 지역공항,YGQ,CA,NA
Igloolik Airport,이글루릭 공항,YGT,CA,NA
Havre-Saint-Pierre Airport,아브르생피에르 공항,YGV,CA,NA
Kuujjuarapik Airport,쿠주아라픽 공항,YGW,CA,NA
Gillam Airport,길람 공항,YGX,CA,NA
Grise Fiord Airport,그리즈 피오르드 공항,YGZ,CA,NA
Quaqtaq Airport,콰크타크 공항,YQC,CA,NA
Hudson Bay Airport,허드슨 베이 공항,YHB,CA,NA
Dryden Regional Airport,드라이덴 지역공항,YHD,CA,NA
Hope Airport / FVRD Regional Airpark,호프 공항 / FVRD 지역 공항,YHE,CA,NA
Nemiscau Airport,네미스카우 공항,YNS,CA,NA
Ulukhaktok Holman Airport,울루카톡 홀만 공항,YHI,CA,NA
Gjoa Haven Airport,조아 헤이븐 공항,YHK,CA,NA
John C. Munro Hamilton International Airport,존 C. 먼로 해밀턴 국제공항,YHM,CA,NA
Hornepayne Municipal Airport,혼페인 시립공항,YHN,CA,NA
Hopedale Airport,호프데일 공항,YHO,CA,NA
Chevery Airport,쉐베리 공항,YHR,CA,NA
Haines Junction Airport,헤인즈 정션 공항,YHT,CA,NA
Hay River / Merlyn Carter Airport,헤이리버/멀린카터 공항,YHY,CA,NA
Halifax / Stanfield International Airport,핼리팩스/스탠필드 국제공항,YHZ,CA,NA
Atikokan Municipal Airport,아티코칸 시립공항,YIB,CA,NA
Digby / Annapolis Regional Airport,딕비 / 아나폴리스 지역공항,YDG,CA,NA
St Augustin Airport,세인트 어거스틴 공항,YIF,CA,NA
Ivujivik Airport,이브지비크 공항,YIK,CA,NA
Pond Inlet Airport,폰드 인렛 공항,YIO,CA,NA
Island Lake Airport,아일랜드 레이크 공항,YIV,CA,NA
Jasper Airport,재스퍼 공항,YJA,CA,NA
Fort Liard Airport,포트리아드 공항,YJF,CA,NA
St Jean Airport,세인트 장 공항,YJN,CA,NA
Stephenville Airport,스테판빌 공항,YJT,CA,NA
Kamloops John Moose Fulton Field Regional Airport,캠루프스 존 무스 풀턴 필드 지역 공항,YKA,CA,NA
Collins Bay Airport,콜린스 베이 공항,YKC,CA,NA
Aklavik/Freddie Carmichael Airport,아클라빅/프레디 카마이클 공항,LAK,CA,NA
Region of Waterloo International Airport,워털루 국제공항 지역,YKF,CA,NA
Kangiqsujuaq (Wakeham Bay) Airport,캉긱수주아크(웨이크햄 베이) 공항,YWB,CA,NA
Key Lake Airport,키 레이크 공항,YKJ,CA,NA
Schefferville Airport,셰퍼빌 공항,YKL,CA,NA
Kincardine Municipal Airport,킨카딘 시립공항,YKD,CA,NA
Akulivik Airport,아쿨리비크 공항,AKV,CA,NA
Waskaganish Airport,와스카가니쉬 공항,YKQ,CA,NA
Kirkland Lake Airport,커클랜드 레이크 공항,YKX,CA,NA
Kindersley Airport,킨더슬리 공항,YKY,CA,NA
Aupaluk Airport,아우팔룩 공항,YPJ,CA,NA
Lac La Biche Airport,락 라 비쉬 공항,YLB,CA,NA
Kimmirut Airport,킴미루트 공항,YLC,CA,NA
Chapleau Airport,샤플로 공항,YLD,CA,NA
Lansdowne House Airport,랜스다운 하우스 공항,YLH,CA,NA
Meadow Lake Airport,메도우 레이크 공항,YLJ,CA,NA
Lutselk'e Airport,루체케 공항,YSG,CA,NA
Lloydminster Airport,로이드민스터 공항,YLL,CA,NA
La Tuque Airport,라 투크 공항,YLQ,CA,NA
Leaf Rapids Airport,리프 래피즈 공항,YLR,CA,NA
Barrie-Lake Simcoe Regional Airport,배리-레이크 심코 지역공항,YLK,CA,NA
Alert Airport,경고 공항,YLT,CA,NA
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq (조지스 강) 공항,XGR,CA,NA
Kelowna International Airport,킬로나 국제공항,YLW,CA,NA
Mayo Airport,마요 공항,YMA,CA,NA
Matane Airport,마탄 공항,YME,CA,NA
Manitouwadge Airport,매니토웨지 공항,YMG,CA,NA
Mary's Harbour Airport,메리스 하버 공항,YMH,CA,NA
Moose Jaw Air Vice Marshal C. M. McEwen Airport,무스 조 공군 부사령관 C. M. McEwen 공항,YMJ,CA,NA
Charlevoix Airport,샤를부아 공항,YML,CA,NA
Fort McMurray Airport,포트 맥머레이 공항,YMM,CA,NA
Moosonee Airport,무소니 공항,YMO,CA,NA
Chapais Airport,카파이스 공항,YMT,CA,NA
Umiujaq Airport,보트 공항,YUD,CA,NA
Maniwaki Airport,마니와키 공항,YMW,CA,NA
Montreal International (Mirabel) Airport,몬트리올 국제(미라벨) 공항,YMX,CA,NA
Natashquan Airport,나타시쿠안 공항,YNA,CA,NA
Wemindji Airport,웨민지 공항,YNC,CA,NA
Ottawa / Gatineau Airport,오타와 / 가티노 공항,YND,CA,NA
Norway House Airport,노르웨이 하우스 공항,YNE,CA,NA
Hudson's Hope Airport,허드슨 호프 공항,YNH,CA,NA
Langley Airport,랭글리 공항,YLY,CA,NA
Points North Landing Airport,포인트 노스 랜딩 공항,YNL,CA,NA
Matagami Airport,마타가미 공항,YNM,CA,NA
Fort Mackay / Horizon Airport,포트 맥케이 / 호라이즌 공항,HZP,CA,NA
Ekati Airport,에카티 공항,YOA,CA,NA
Old Crow Airport,올드 크로우 공항,YOC,CA,NA
Oxford House Airport,옥스포드 하우스 공항,YOH,CA,NA
High Level Airport,하이 레벨 공항,YOJ,CA,NA
Oshawa Executive Airport,오샤와 이그제큐티브 공항,YOO,CA,NA
Rainbow Lake Airport,레인보우 레이크 공항,YOP,CA,NA
Owen Sound / Billy Bishop Regional Airport,오언사운드 / 빌리 비숍 지역공항,YOS,CA,NA
Ottawa Macdonald-Cartier International Airport,오타와 맥도널드 카르티에 국제공항,YOW,CA,NA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,파울라툭(노라 알리카트 루벤) 공항,YPC,CA,NA
Port Hawkesbury Airport,포트 혹스베리 공항,YPS,CA,NA
Peace River Airport,피스 리버 공항,YPE,CA,NA
Portage-la-Prairie / Southport Airport,포티지-라-프레리 / 사우스포트 공항,YPG,CA,NA
Inukjuak Airport,이눅주악 공항,YPH,CA,NA
Pickle Lake Airport,피클 레이크 공항,YPL,CA,NA
Pikangikum Airport,피칸기쿰 공항,YPM,CA,NA
Port-Menier Airport,포트 메니에 공항,YPN,CA,NA
Peawanuck Airport,피워넉 공항,YPO,CA,NA
Peterborough Municipal Airport,피터버러 시립공항,YPQ,CA,NA
Prince Rupert Airport,프린스 루퍼트 공항,YPR,CA,NA
Powell River Airport,파월 리버 공항,YPW,CA,NA
Puvirnituq Airport,푸비르니투크 공항,YPX,CA,NA
Fort Chipewyan Airport,포트 치페위안 공항,YPY,CA,NA
Burns Lake Airport,번스레이크 공항,YPZ,CA,NA
Muskoka Airport,무스코카 공항,YQA,CA,NA
Quebec Jean Lesage International Airport,퀘벡 장 르사주 국제공항,YQB,CA,NA
The Pas Airport,파스 공항,YQD,CA,NA
Red Deer Regional Airport,레드디어 지역공항,YQF,CA,NA
Windsor Airport,윈저 공항,YQG,CA,NA
Watson Lake Airport,왓슨레이크 공항,YQH,CA,NA
Yarmouth Airport,야머스 공항,YQI,CA,NA
Kenora Airport,케노라 공항,YQK,CA,NA
Lethbridge County Airport,레스브리지 카운티 공항,YQL,CA,NA
Nakina Airport,나키나 공항,YQN,CA,NA
Comox Valley Airport / CFB Comox,코목스 밸리 공항 / CFB 코목스,YQQ,CA,NA
Regina International Airport,리자이나 국제공항,YQR,CA,NA
St Thomas Municipal Airport,세인트 토마스 시립공항,YQS,CA,NA
Thunder Bay Airport,선더베이 공항,YQT,CA,NA
Grande Prairie Airport,그랜드 프레리 공항,YQU,CA,NA
Yorkton Municipal Airport,요크턴 시립공항,YQV,CA,NA
North Battleford Airport,노스배틀포드 공항,YQW,CA,NA
Gander International Airport / CFB Gander,갠더 국제공항 / CFB 갠더,YQX,CA,NA
Sydney / J.A. Douglas McCurdy Airport,시드니 / J.A. 더글러스 맥커디 공항,YQY,CA,NA
Quesnel Airport,퀘넬 공항,YQZ,CA,NA
Rae Lakes Airport,레이 레이크 공항,YRA,CA,NA
Resolute Bay Airport,레졸루트 베이 공항,YRB,CA,NA
Roberval Airport,로베르발 공항,YRJ,CA,NA
Red Lake Airport,레드 레이크 공항,YRL,CA,NA
Rocky Mountain House Airport,록키마운틴하우스 공항,YRM,CA,NA
Ottawa / Rockcliffe Airport,오타와 / 록클리프 공항,YRO,CA,NA
Red Sucker Lake Airport,레드 서커 레이크 공항,YRS,CA,NA
Rankin Inlet Airport,랭킨 인렛 공항,YRT,CA,NA
Revelstoke Airport,레벨스토크 공항,YRV,CA,NA
Sudbury Airport,서드베리 공항,YSB,CA,NA
Sherbrooke Airport,셔브룩 공항,YSC,CA,NA
Squamish Airport,스쿼미시 공항,YSE,CA,NA
Stony Rapids Airport,스토니래피즈 공항,YSF,CA,NA
Smiths Falls-Montague (Russ Beach) Airport,스미스 폴스-몬터규(러스 비치) 공항,YSH,CA,NA
Saint John Airport,세인트 존 공항,YSJ,CA,NA
Sanikiluaq Airport,사니킬루아크 공항,YSK,CA,NA
Fort Smith Airport,포트스미스 공항,YSM,CA,NA
Niagara District Airport,나이아가라 지역 공항,YCM,CA,NA
Marathon Airport,마라톤 공항,YSP,CA,NA
St. Theresa Point Airport,세인트 테레사 포인트 공항,YST,CA,NA
Summerside Airport,서머사이드 공항,YSU,CA,NA
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,삭스 하버(David Nasogaluak Jr. Saaryuaq) 공항,YSY,CA,NA
Pembroke Airport,펨브로크 공항,YTA,CA,NA
Cape Dorset Airport,케이프 도싯 공항,YTE,CA,NA
Alma Airport,알마 공항,YTF,CA,NA
Thompson Airport,톰슨 공항,YTH,CA,NA
Big Trout Lake Airport,빅 트라우트 레이크 공항,YTL,CA,NA
Tasiujaq Airport,타시우자크 공항,YTQ,CA,NA
Billy Bishop Toronto City Centre Airport,빌리 비숍 토론토 시티 센터 공항,YTZ,CA,NA
Tuktoyaktuk / James Gruben Airport,툭토약툭 / 제임스 그루벤 공항,YUB,CA,NA
Montreal / Pierre Elliott Trudeau International Airport,몬트리올/피에르 엘리엇 트뤼도 국제공항,YUL,CA,NA
Naujaat Airport,나우자트 공항,YUT,CA,NA
Hall Beach Airport,홀 비치 공항,YUX,CA,NA
Rouyn Noranda Airport,루인 노란다 공항,YUY,CA,NA
Bonaventure Airport,보나벤처 공항,YVB,CA,NA
La Ronge Airport,라롱즈 공항,YVC,CA,NA
Vermilion Airport,버밀리온 공항,YVG,CA,NA
Vernon Airport,버넌 공항,YVE,CA,NA
Tommy Kochon Airport,토미피그 공항,YCK,CA,NA
Qikiqtarjuaq Airport,키키크타르주아크 공항,YVM,CA,NA
Val-d'Or Airport,발도르 공항,YVO,CA,NA
Kuujjuaq Airport,쿠주아크 공항,YVP,CA,NA
Norman Wells Airport,노먼 웰스 공항,YVQ,CA,NA
Vancouver International Airport,밴쿠버 국제공항,YVR,CA,NA
Buffalo Narrows Airport,버팔로 내로우스 공항,YVT,CA,NA
Wiarton Airport,위어턴 공항,YVV,CA,NA
Deer Lake Airport,디어 레이크 공항,YVZ,CA,NA
Petawawa Airport,페타와와 공항,YWA,CA,NA
Winnipeg / James Armstrong Richardson International Airport,위니펙/제임스 암스트롱 리처드슨 국제공항,YWG,CA,NA
Wabush Airport,와부시 공항,YWK,CA,NA
Williams Lake Airport,윌리엄스 레이크 공항,YWL,CA,NA
Webequie Airport,웨베퀴 공항,YWP,CA,NA
Wrigley Airport,리글리 공항,YWY,CA,NA
Cranbrook/Canadian Rockies International Airport,크랜브룩/캐나다 로키스 국제공항,YXC,CA,NA
Saskatoon John G. Diefenbaker International Airport,새스커툰 존 G. 디펜베이커 국제공항,YXE,CA,NA
Medicine Hat Regional Airport,메디신햇 지역공항,YXH,CA,NA
Fort St John / North Peace Regional Airport,포트세인트존/노스피스 지역공항,YXJ,CA,NA
Rimouski Airport,리무스키 공항,YXK,CA,NA
Sioux Lookout Airport,수 룩아웃 공항,YXL,CA,NA
Whale Cove Airport,웨일 코브 공항,YXN,CA,NA
Pangnirtung Airport,팽너퉁 공항,YXP,CA,NA
Beaver Creek Airport,비버 크릭 공항,YXQ,CA,NA
Earlton (Timiskaming Regional) Airport,얼튼(티미스카밍 지역) 공항,YXR,CA,NA
Prince George Airport,프린스 조지 공항,YXS,CA,NA
Northwest Regional Airport Terrace-Kitimat,노스웨스트 지역 공항 테라스-키티마트,YXT,CA,NA
London Airport,런던 공항,YXU,CA,NA
Abbotsford International Airport,애버츠퍼드 국제공항,YXX,CA,NA
Whitehorse / Erik Nielsen International Airport,화이트호스/에릭 닐슨 국제공항,YXY,CA,NA
Wawa Airport,와와 공항,YXZ,CA,NA
North Bay Jack Garland Airport,노스 베이 잭 갈랜드 공항,YYB,CA,NA
Calgary International Airport,캘거리 국제공항,YYC,CA,NA
Smithers Airport,스미더스 공항,YYD,CA,NA
Fort Nelson Airport,포트 넬슨 공항,YYE,CA,NA
Penticton Airport,펜틱턴 공항,YYF,CA,NA
Charlottetown Airport,샬럿타운 공항,YYG,CA,NA
Taloyoak Airport,탈로요크 공항,YYH,CA,NA
Victoria International Airport,빅토리아 국제공항,YYJ,CA,NA
Lynn Lake Airport,린 레이크 공항,YYL,CA,NA
Cowley Airport,카울리 공항,YYM,CA,NA
Swift Current Airport,스위프트 커런트 공항,YYN,CA,NA
Churchill Airport,처칠 공항,YYQ,CA,NA
Goose Bay Airport,구스베이 공항,YYR,CA,NA
St. John's International Airport,세인트존스 국제공항,YYT,CA,NA
Kapuskasing Airport,카푸스카싱 공항,YYU,CA,NA
Armstrong Airport,암스트롱 공항,YYW,CA,NA
Mont Joli Airport,몽 졸리 공항,YYY,CA,NA
Toronto Lester B. Pearson International Airport,토론토 레스터 B. 피어슨 국제공항,YYZ,CA,NA
Gore Bay Manitoulin Airport,고어 베이 매니툴린 공항,YZE,CA,NA
Yellowknife International Airport,옐로나이프 국제공항,YZF,CA,NA
Salluit Airport,살루이트 공항,YZG,CA,NA
Slave Lake Airport,슬레이브레이크 공항,YZH,CA,NA
Sandspit Airport,샌드스핏 공항,YZP,CA,NA
Chris Hadfield Airport,크리스 해드필드 공항,YZR,CA,NA
Coral Harbour Airport,코랄하버 공항,YZS,CA,NA
Port Hardy Airport,포트하디 공항,YZT,CA,NA
Whitecourt Airport,화이트코트 공항,YZU,CA,NA
Teslin Airport,테슬라 공항,YZW,CA,NA
York Landing Airport,요크 랜딩 공항,ZAC,CA,NA
Shuswap Regional Airport,슈스왑 지역공항,YSN,CA,NA
Boundary Bay Airport,바운더리 베이 공항,YDT,CA,NA
Ilford Airport,일포드 공항,ILF,CA,NA
Bathurst Airport,배서스트 공항,ZBF,CA,NA
Kelsey Airport,켈시 공항,KES,CA,NA
Eastmain River Airport,이스트메인 리버 공항,ZEM,CA,NA
Faro Airport,파로 공항,ZFA,CA,NA
Fond-du-Lac Airport,퐁듀락 공항,ZFD,CA,NA
Pukatawagan Airport,푸카타와간 공항,XPK,CA,NA
Fort Mcpherson Airport,포트맥퍼슨 공항,ZFM,CA,NA
Tulita Airport,툴리타 공항,ZFN,CA,NA
Grand Forks Airport,그랜드포크스 공항,ZGF,CA,NA
Gods River Airport,갓스리버 공항,ZGI,CA,NA
Little Grand Rapids Airport,리틀 그랜드래피즈 공항,ZGR,CA,NA
High Prairie Airport,하이 프레리 공항,ZHP,CA,NA
Jenpeg Airport,젠페그 공항,ZJG,CA,NA
Swan River Airport,스완리버 공항,ZJN,CA,NA
Cascade Locks State Airport,캐스케이드락스 주립공항,CZK,US,NA
Kashechewan Airport,카셰체완 공항,ZKE,CA,NA
Thicket Portage Airport,덤불 포티지 공항,YTD,CA,NA
Muskrat Dam Airport,머스크렛 댐 공항,MSA,CA,NA
South Cariboo Region / 108 Mile Airport,사우스 카리부 지역/108마일 공항,ZMH,CA,NA
Pikwitonei Airport,피크위토네이 공항,PIW,CA,NA
Masset Airport,마세트 공항,ZMT,CA,NA
Chisana Airport,치사나 공항,CZN,US,NA
Poplar River Airport,포플러 리버 공항,XPP,CA,NA
Chistochina Airport,치스토차이나 공항,CZO,US,NA
Sachigo Lake Airport,사치고 호수 공항,ZPB,CA,NA
Pincher Creek Airport,핀처 크릭 공항,WPC,CA,NA
Pinehouse Lake Airport,파인하우스 레이크 공항,ZPO,CA,NA
Round Lake (Weagamow Lake) Airport,라운드 레이크(위가모우 레이크) 공항,ZRJ,CA,NA
Sandy Lake Airport,샌디 레이크 공항,ZSJ,CA,NA
South Indian Lake Airport,사우스 인디언 레이크 공항,XSI,CA,NA
Stewart Airport,스튜어트 공항,ZST,CA,NA
Bloodvein River Airport,블러드베인 리버 공항,YDV,CA,NA
Shamattawa Airport,샤마타와 공항,ZTM,CA,NA
Ignace Municipal Airport,이그나스 시립공항,ZUC,CA,NA
Churchill Falls Airport,처칠 폴스 공항,ZUM,CA,NA
Lac Brochet Airport,락 브로셰 공항,XLB,CA,NA
Wollaston Lake Airport,월라스턴 레이크 공항,ZWL,CA,NA
Canandaigua Airport,카난다이구아 공항,IUA,US,NA
Delta Junction Airport,델타 정션 공항,DJN,US,NA
Mostaganem Airport,모스타가넴 공항,MQV,DZ,AF
Blida Airport,블리다 공항,QLD,DZ,AF
Bou Saada Airport,부 사다 공항,BUJ,DZ,AF
Houari Boumediene Airport,후아리 부메디엔 공항,ALG,DZ,AF
Djanet Inedbirene Airport,자넷 이네드비렌 공항,DJG,DZ,AF
Illizi Takhamalt Airport,일리지 타카말트 공항,VVZ,DZ,AF
Ain Arnat Airport,아인 아르나 공항,QSF,DZ,AF
Jijel Ferhat Abbas Airport,지젤 페르하트 압바스 공항,GJL,DZ,AF
Mecheria Airport,메체리아 공항,MZW,DZ,AF
Annaba Rabah Bitat Airport,안나바 라바 비타트 공항,AAE,DZ,AF
Mohamed Boudiaf International Airport,모하메드 부디아프 국제공항,CZL,DZ,AF
Batna Mostefa Ben Boulaid Airport,바트나 모스테파 벤 불레이드 공항,BLJ,DZ,AF
Daup Airport,다웁 공항,DAF,PG,OC
Hassi R'Mel Airport,하시 R'멜 공항,HRM,DZ,AF
Tsletsi Airport,츠레시 공항,QDJ,DZ,AF
Dathina Airport,다티나 공항,DAH,YE,AS
Dabo Airport,다보공항,DAO,PG,OC
Abdelhafid Boussouf Bou Chekif Airport,압델하피드 부수프 부 체키프 공항,TID,DZ,AF
Tindouf Airport,틴두프 공항,TIN,DZ,AF
Chlef Aboubakr Belkaid International Airport,츨레프 아부바크르 벨카이드 국제공항,CFK,DZ,AF
