airport_name,airport_kr_name,airport_iata_code,airport_continent,airport_iso_country
Culion Airport,쿨리온 공항,CUJ,AS,PH
Hollister Municipal Airport,홀리스터 시립공항,HLI,NA,US
Cape Vogel Airport,케이프 보겔 공항,CVL,OC,PG
Chitina Airport,치티나 공항,CXC,NA,US
Arctic Bay Airport,아크틱 베이 공항,YAB,NA,CA
Cat Lake Airport,캣 레이크 공항,YAC,NA,CA
La Grande-3 Airport,라 그란데-3 공항,YAR,NA,CA
Fort Frances Municipal Airport,포트프랜시스 시립공항,YAG,NA,CA
La Grande-4 Airport,라 그란데-4 공항,YAH,NA,CA
Alert Bay Airport,얼러트 베이 공항,YAL,NA,CA
Sault Ste Marie Airport,수세인트마리 공항,YAM,NA,CA
Kasabonika Airport,카사보니카 공항,XKS,NA,CA
Kangirsuk Airport,강기르숙 공항,YKG,NA,CA
Attawapiskat Airport,아타와피스카트 공항,YAT,NA,CA
St. Anthony Airport,세인트 앤서니 공항,YAY,NA,CA
Tofino / Long Beach Airport,토피노/롱비치 공항,YAZ,NA,CA
Banff Airport,밴프 공항,YBA,NA,CA
Kugaaruk Airport,쿠가루크 공항,YBB,NA,CA
Baie-Comeau Airport,바이 코모 공항,YBC,NA,CA
Bella Coola Airport,벨라 쿨라 공항,QBC,NA,CA
Uranium City Airport,우라늄 시티 공항,YBE,NA,CA
Bonnyville Airport,보니빌 공항,YBY,NA,CA
Saguenay-Bagotville Airport,새기네이바고트빌 공항,YBG,NA,CA
Baker Lake Airport,베이커 레이크 공항,YBK,NA,CA
Campbell River Airport,캠벨 리버 공항,YBL,NA,CA
Tadoule Lake Airport,타둘레 레이크 공항,XTL,NA,CA
Brandon Municipal Airport,브랜든 시립공항,YBR,NA,CA
Brochet Airport,브로셰 공항,YBT,NA,CA
Berens River Airport,베렌스 리버 공항,YBV,NA,CA
Lourdes-de-Blanc-Sablon Airport,루르드 드 블랑 사블롱 공항,YBX,NA,CA
Cartwright Airport,카트라이트 공항,YRF,NA,CA
Cambridge Bay Airport,캠브리지 베이 공항,YCB,NA,CA
Cornwall Regional Airport,콘월 지역공항,YCC,NA,CA
Nanaimo Airport,너나이모 공항,YCD,NA,CA
Castlegar/West Kootenay Regional Airport,캐슬가/웨스트 쿠트네이 지역 공항,YCG,NA,CA
Miramichi Airport,미라미치 공항,YCH,NA,CA
Chatham Kent Airport,채텀켄트 공항,XCM,NA,CA
Charlo Airport,샤를로 공항,YCL,NA,CA
Cochrane Airport,코크레인 공항,YCN,NA,CA
Kugluktuk Airport,쿠글루크툭 공항,YCO,NA,CA
Chetwynd Airport,체트윈드 공항,YCQ,NA,CA
Cross Lake (Charlie Sinclair Memorial) Airport,크로스 레이크(찰리 싱클레어 기념관) 공항,YCR,NA,CA
Chesterfield Inlet Airport,체스터필드 인렛 공항,YCS,NA,CA
Coronation Airport,코로네이션 공항,YCT,NA,CA
Chilliwack Airport,칠리왝 공항,YCW,NA,CA
Clyde River Airport,클라이드 리버 공항,YCY,NA,CA
Fairmont Hot Springs Airport,페어몬트 핫스프링스 에어포트,YCZ,NA,CA
Dawson City Airport,도슨 시티 공항,YDA,NA,CA
Burwash Airport,버워시 공항,YDB,NA,CA
Deer Lake Airport,디어 레이크 공항,YDF,NA,CA
Dease Lake Airport,디즈 레이크 공항,YDL,NA,CA
Ross River Airport,로스리버 공항,XRR,NA,CA
Dauphin Barker Airport,도핀 바커 공항,YDN,NA,CA
Dolbeau St Felicien Airport,돌보 세인트 펠리시앙 공항,YDO,NA,CA
Nain Airport,나인 공항,YDP,NA,CA
Dawson Creek Airport,도슨 크릭 공항,YDQ,NA,CA
Edmonton International Airport,에드먼턴 국제공항,YEG,NA,CA
Arviat Airport,아르비아 공항,YEK,NA,CA
Elliot Lake Municipal Airport,엘리엇 레이크 시립공항,YEL,NA,CA
Manitoulin East Municipal Airport,매니툴린 이스트 시립공항,YEM,NA,CA
Estevan Airport,에스테반 공항,YEN,NA,CA
Fort Severn Airport,포트 세번 공항,YER,NA,CA
Edson Airport,에드슨 공항,YET,NA,CA
Eureka Airport,유레카 공항,YEU,NA,CA
Inuvik Mike Zubko Airport,이누빅 마이크 주브코 공항,YEV,NA,CA
Amos/Magny Airport,아모스/마그니 공항,YEY,NA,CA
Fort Albany Airport,포트 알바니 공항,YFA,NA,CA
Iqaluit Airport,이칼루이트 공항,YFB,NA,CA
Fredericton Airport,프레더릭턴 공항,YFC,NA,CA
Forestville Airport,포레스트빌 공항,YFE,NA,CA
Fort Hope Airport,포트 호프 공항,YFH,NA,CA
Mont-Tremblant International Airport,몽트랑블랑 국제공항,YTM,NA,CA
Flin Flon Airport,플린 플론 공항,YFO,NA,CA
Fort Resolution Airport,포트 레졸루션 공항,YFR,NA,CA
Fort Simpson Airport,포트 심슨 공항,YFS,NA,CA
Makkovik Airport,마코빅 공항,YMN,NA,CA
Texada Gillies Bay Airport,텍사스 길리스 베이 공항,YGB,NA,CA
Fort Good Hope Airport,포트 굿 호프 공항,YGH,NA,CA
Kingston Norman Rogers Airport,킹스턴 노먼 로저스 공항,YGK,NA,CA
Gimli Industrial Park Airport,김리산업단지 공항,YGM,NA,CA
Gods Lake Narrows Airport,갓즈 레이크 내로우스 공항,YGO,NA,CA
Geraldton Greenstone Regional Airport,제랄튼 그린스톤 지역공항,YGQ,NA,CA
Igloolik Airport,이글루릭 공항,YGT,NA,CA
Havre-Saint-Pierre Airport,아브르생피에르 공항,YGV,NA,CA
Kuujjuarapik Airport,쿠주아라픽 공항,YGW,NA,CA
Gillam Airport,길람 공항,YGX,NA,CA
Grise Fiord Airport,그리즈 피오르드 공항,YGZ,NA,CA
Quaqtaq Airport,콰크타크 공항,YQC,NA,CA
Hudson Bay Airport,허드슨 베이 공항,YHB,NA,CA
Dryden Regional Airport,드라이덴 지역공항,YHD,NA,CA
Hope Airport / FVRD Regional Airpark,호프 공항 / FVRD 지역 공항,YHE,NA,CA
Nemiscau Airport,네미스카우 공항,YNS,NA,CA
Ulukhaktok Holman Airport,울루카톡 홀만 공항,YHI,NA,CA
Gjoa Haven Airport,조아 헤이븐 공항,YHK,NA,CA
John C. Munro Hamilton International Airport,존 C. 먼로 해밀턴 국제공항,YHM,NA,CA
Hornepayne Municipal Airport,혼페인 시립공항,YHN,NA,CA
Hopedale Airport,호프데일 공항,YHO,NA,CA
Chevery Airport,쉐베리 공항,YHR,NA,CA
Haines Junction Airport,헤인즈 정션 공항,YHT,NA,CA
Hay River / Merlyn Carter Airport,헤이리버/멀린카터 공항,YHY,NA,CA
Halifax / Stanfield International Airport,핼리팩스/스탠필드 국제공항,YHZ,NA,CA
Atikokan Municipal Airport,아티코칸 시립공항,YIB,NA,CA
Digby / Annapolis Regional Airport,딕비 / 아나폴리스 지역공항,YDG,NA,CA
St Augustin Airport,세인트 어거스틴 공항,YIF,NA,CA
Ivujivik Airport,이브지비크 공항,YIK,NA,CA
Pond Inlet Airport,폰드 인렛 공항,YIO,NA,CA
Island Lake Airport,아일랜드 레이크 공항,YIV,NA,CA
Jasper Airport,재스퍼 공항,YJA,NA,CA
Fort Liard Airport,포트리아드 공항,YJF,NA,CA
St Jean Airport,세인트 장 공항,YJN,NA,CA
Stephenville Airport,스테판빌 공항,YJT,NA,CA
Kamloops John Moose Fulton Field Regional Airport,캠루프스 존 무스 풀턴 필드 지역 공항,YKA,NA,CA
Collins Bay Airport,콜린스 베이 공항,YKC,NA,CA
Aklavik/Freddie Carmichael Airport,아클라빅/프레디 카마이클 공항,LAK,NA,CA
Region of Waterloo International Airport,워털루 국제공항 지역,YKF,NA,CA
Kangiqsujuaq (Wakeham Bay) Airport,캉긱수주아크(웨이크햄 베이) 공항,YWB,NA,CA
Key Lake Airport,키 레이크 공항,YKJ,NA,CA
Schefferville Airport,셰퍼빌 공항,YKL,NA,CA
Kincardine Municipal Airport,킨카딘 시립공항,YKD,NA,CA
Akulivik Airport,아쿨리비크 공항,AKV,NA,CA
Waskaganish Airport,와스카가니쉬 공항,YKQ,NA,CA
Kirkland Lake Airport,커클랜드 레이크 공항,YKX,NA,CA
Kindersley Airport,킨더슬리 공항,YKY,NA,CA
Aupaluk Airport,아우팔룩 공항,YPJ,NA,CA
Lac La Biche Airport,락 라 비쉬 공항,YLB,NA,CA
Kimmirut Airport,킴미루트 공항,YLC,NA,CA
Chapleau Airport,샤플로 공항,YLD,NA,CA
Lansdowne House Airport,랜스다운 하우스 공항,YLH,NA,CA
Meadow Lake Airport,메도우 레이크 공항,YLJ,NA,CA
Lutselk'e Airport,루체케 공항,YSG,NA,CA
Lloydminster Airport,로이드민스터 공항,YLL,NA,CA
La Tuque Airport,라 투크 공항,YLQ,NA,CA
Leaf Rapids Airport,리프 래피즈 공항,YLR,NA,CA
Barrie-Lake Simcoe Regional Airport,배리-레이크 심코 지역공항,YLK,NA,CA
Alert Airport,경고 공항,YLT,NA,CA
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq (조지스 강) 공항,XGR,NA,CA
Kelowna International Airport,킬로나 국제공항,YLW,NA,CA
Mayo Airport,마요 공항,YMA,NA,CA
Matane Airport,마탄 공항,YME,NA,CA
Manitouwadge Airport,매니토웨지 공항,YMG,NA,CA
Mary's Harbour Airport,메리스 하버 공항,YMH,NA,CA
Moose Jaw Air Vice Marshal C. M. McEwen Airport,무스 조 공군 부사령관 C. M. McEwen 공항,YMJ,NA,CA
Charlevoix Airport,샤를부아 공항,YML,NA,CA
Fort McMurray Airport,포트 맥머레이 공항,YMM,NA,CA
Moosonee Airport,무소니 공항,YMO,NA,CA
Chapais Airport,카파이스 공항,YMT,NA,CA
Umiujaq Airport,보트 공항,YUD,NA,CA
Maniwaki Airport,마니와키 공항,YMW,NA,CA
Montreal International (Mirabel) Airport,몬트리올 국제(미라벨) 공항,YMX,NA,CA
Natashquan Airport,나타시쿠안 공항,YNA,NA,CA
Wemindji Airport,웨민지 공항,YNC,NA,CA
Ottawa / Gatineau Airport,오타와 / 가티노 공항,YND,NA,CA
Norway House Airport,노르웨이 하우스 공항,YNE,NA,CA
Hudson's Hope Airport,허드슨 호프 공항,YNH,NA,CA
Langley Airport,랭글리 공항,YLY,NA,CA
Points North Landing Airport,포인트 노스 랜딩 공항,YNL,NA,CA
Matagami Airport,마타가미 공항,YNM,NA,CA
Fort Mackay / Horizon Airport,포트 맥케이 / 호라이즌 공항,HZP,NA,CA
Ekati Airport,에카티 공항,YOA,NA,CA
Old Crow Airport,올드 크로우 공항,YOC,NA,CA
Oxford House Airport,옥스포드 하우스 공항,YOH,NA,CA
High Level Airport,하이 레벨 공항,YOJ,NA,CA
Oshawa Executive Airport,오샤와 이그제큐티브 공항,YOO,NA,CA
Rainbow Lake Airport,레인보우 레이크 공항,YOP,NA,CA
Owen Sound / Billy Bishop Regional Airport,오언사운드 / 빌리 비숍 지역공항,YOS,NA,CA
Ottawa Macdonald-Cartier International Airport,오타와 맥도널드 카르티에 국제공항,YOW,NA,CA
Paulatuk (Nora Aliqatchialuk Ruben) Airport,파울라툭(노라 알리카트 루벤) 공항,YPC,NA,CA
Port Hawkesbury Airport,포트 혹스베리 공항,YPS,NA,CA
Peace River Airport,피스 리버 공항,YPE,NA,CA
Portage-la-Prairie / Southport Airport,포티지-라-프레리 / 사우스포트 공항,YPG,NA,CA
Inukjuak Airport,이눅주악 공항,YPH,NA,CA
Pickle Lake Airport,피클 레이크 공항,YPL,NA,CA
Pikangikum Airport,피칸기컴 공항,YPM,NA,CA
Port-Menier Airport,포트 메니에 공항,YPN,NA,CA
Peawanuck Airport,피워넉 공항,YPO,NA,CA
Peterborough Municipal Airport,피터버러 시립공항,YPQ,NA,CA
Prince Rupert Airport,프린스 루퍼트 공항,YPR,NA,CA
Powell River Airport,파월 리버 공항,YPW,NA,CA
Puvirnituq Airport,푸비르니투크 공항,YPX,NA,CA
Fort Chipewyan Airport,포트 치페위안 공항,YPY,NA,CA
Burns Lake Airport,번스레이크 공항,YPZ,NA,CA
Muskoka Airport,무스코카 공항,YQA,NA,CA
Quebec Jean Lesage International Airport,퀘벡 장 르사주 국제공항,YQB,NA,CA
The Pas Airport,파스 공항,YQD,NA,CA
Red Deer Regional Airport,레드디어 지역공항,YQF,NA,CA
Windsor Airport,윈저 공항,YQG,NA,CA
Watson Lake Airport,왓슨레이크 공항,YQH,NA,CA
Yarmouth Airport,야머스 공항,YQI,NA,CA
Kenora Airport,케노라 공항,YQK,NA,CA
Lethbridge County Airport,레스브리지 카운티 공항,YQL,NA,CA
Nakina Airport,나키나 공항,YQN,NA,CA
Comox Valley Airport / CFB Comox,코목스 밸리 공항 / CFB 코목스,YQQ,NA,CA
Regina International Airport,리자이나 국제공항,YQR,NA,CA
St Thomas Municipal Airport,세인트 토마스 시립공항,YQS,NA,CA
Thunder Bay Airport,선더베이 공항,YQT,NA,CA
Grande Prairie Airport,그랜드 프레리 공항,YQU,NA,CA
Yorkton Municipal Airport,요크턴 시립공항,YQV,NA,CA
North Battleford Airport,노스배틀포드 공항,YQW,NA,CA
Gander International Airport / CFB Gander,갠더 국제공항 / CFB 갠더,YQX,NA,CA
Sydney / J.A. Douglas McCurdy Airport,시드니 / J.A. 더글러스 맥커디 공항,YQY,NA,CA
Quesnel Airport,퀘넬 공항,YQZ,NA,CA
Rae Lakes Airport,레이 레이크 공항,YRA,NA,CA
Resolute Bay Airport,레졸루트 베이 공항,YRB,NA,CA
Roberval Airport,로베르발 공항,YRJ,NA,CA
Red Lake Airport,레드 레이크 공항,YRL,NA,CA
Rocky Mountain House Airport,록키마운틴하우스 공항,YRM,NA,CA
Ottawa / Rockcliffe Airport,오타와 / 록클리프 공항,YRO,NA,CA
Red Sucker Lake Airport,레드 서커 레이크 공항,YRS,NA,CA
Rankin Inlet Airport,랭킨 인렛 공항,YRT,NA,CA
Revelstoke Airport,레벨스토크 공항,YRV,NA,CA
Sudbury Airport,서드베리 공항,YSB,NA,CA
Sherbrooke Airport,셔브룩 공항,YSC,NA,CA
Squamish Airport,스쿼미시 공항,YSE,NA,CA
Stony Rapids Airport,스토니래피즈 공항,YSF,NA,CA
Smiths Falls-Montague (Russ Beach) Airport,스미스 폴스-몬터규(러스 비치) 공항,YSH,NA,CA
Saint John Airport,세인트 존 공항,YSJ,NA,CA
Sanikiluaq Airport,사니킬루아크 공항,YSK,NA,CA
Fort Smith Airport,포트스미스 공항,YSM,NA,CA
Niagara District Airport,나이아가라 지역 공항,YCM,NA,CA
Marathon Airport,마라톤 공항,YSP,NA,CA
St. Theresa Point Airport,세인트 테레사 포인트 공항,YST,NA,CA
Summerside Airport,서머사이드 공항,YSU,NA,CA
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,삭스 하버(David Nasogaluak Jr. Saaryuaq) 공항,YSY,NA,CA
Pembroke Airport,펨브로크 공항,YTA,NA,CA
Cape Dorset Airport,케이프 도싯 공항,YTE,NA,CA
Alma Airport,알마 공항,YTF,NA,CA
Thompson Airport,톰슨 공항,YTH,NA,CA
Big Trout Lake Airport,빅 트라우트 레이크 공항,YTL,NA,CA
Tasiujaq Airport,타시우자크 공항,YTQ,NA,CA
Billy Bishop Toronto City Centre Airport,빌리 비숍 토론토 시티 센터 공항,YTZ,NA,CA
Tuktoyaktuk / James Gruben Airport,툭토약툭 / 제임스 그루벤 공항,YUB,NA,CA
Montreal / Pierre Elliott Trudeau International Airport,몬트리올/피에르 엘리엇 트뤼도 국제공항,YUL,NA,CA
Naujaat Airport,나우자트 공항,YUT,NA,CA
Hall Beach Airport,홀 비치 공항,YUX,NA,CA
Rouyn Noranda Airport,루인 노란다 공항,YUY,NA,CA
Bonaventure Airport,보나벤처 공항,YVB,NA,CA
La Ronge Airport,라롱즈 공항,YVC,NA,CA
Vermilion Airport,버밀리온 공항,YVG,NA,CA
Vernon Airport,버넌 공항,YVE,NA,CA
Tommy Kochon Airport,토미피그 공항,YCK,NA,CA
Qikiqtarjuaq Airport,키키크타르주아크 공항,YVM,NA,CA
Val-d'Or Airport,발도르 공항,YVO,NA,CA
Kuujjuaq Airport,쿠주아크 공항,YVP,NA,CA
Norman Wells Airport,노먼 웰스 공항,YVQ,NA,CA
Vancouver International Airport,밴쿠버 국제공항,YVR,NA,CA
Buffalo Narrows Airport,버팔로 내로우스 공항,YVT,NA,CA
Wiarton Airport,위어턴 공항,YVV,NA,CA
Deer Lake Airport,디어 레이크 공항,YVZ,NA,CA
Petawawa Airport,페타와와 공항,YWA,NA,CA
Winnipeg / James Armstrong Richardson International Airport,위니펙/제임스 암스트롱 리처드슨 국제공항,YWG,NA,CA
Wabush Airport,와부시 공항,YWK,NA,CA
Williams Lake Airport,윌리엄스 레이크 공항,YWL,NA,CA
Webequie Airport,웨베퀴 공항,YWP,NA,CA
Wrigley Airport,리글리 공항,YWY,NA,CA
Cranbrook/Canadian Rockies International Airport,크랜브룩/캐나다 로키스 국제공항,YXC,NA,CA
Saskatoon John G. Diefenbaker International Airport,새스커툰 존 G. 디펜베이커 국제공항,YXE,NA,CA
Medicine Hat Regional Airport,메디신햇 지역공항,YXH,NA,CA
Fort St John / North Peace Regional Airport,포트세인트존/노스피스 지역공항,YXJ,NA,CA
Rimouski Airport,리무스키 공항,YXK,NA,CA
Sioux Lookout Airport,수 룩아웃 공항,YXL,NA,CA
Whale Cove Airport,웨일 코브 공항,YXN,NA,CA
Pangnirtung Airport,팽너퉁 공항,YXP,NA,CA
Beaver Creek Airport,비버 크릭 공항,YXQ,NA,CA
Earlton (Timiskaming Regional) Airport,얼튼(티미스카밍 지역) 공항,YXR,NA,CA
Prince George Airport,프린스 조지 공항,YXS,NA,CA
Northwest Regional Airport Terrace-Kitimat,노스웨스트 지역 공항 테라스-키티마트,YXT,NA,CA
London Airport,런던 공항,YXU,NA,CA
Abbotsford International Airport,애버츠퍼드 국제공항,YXX,NA,CA
Whitehorse / Erik Nielsen International Airport,화이트호스/에릭 닐슨 국제공항,YXY,NA,CA
Wawa Airport,와와 공항,YXZ,NA,CA
North Bay Jack Garland Airport,노스 베이 잭 갈랜드 공항,YYB,NA,CA
Calgary International Airport,캘거리 국제공항,YYC,NA,CA
Smithers Airport,스미더스 공항,YYD,NA,CA
Fort Nelson Airport,포트 넬슨 공항,YYE,NA,CA
Penticton Airport,펜틱턴 공항,YYF,NA,CA
Charlottetown Airport,샬럿타운 공항,YYG,NA,CA
Taloyoak Airport,탈로요크 공항,YYH,NA,CA
Victoria International Airport,빅토리아 국제공항,YYJ,NA,CA
Lynn Lake Airport,린 레이크 공항,YYL,NA,CA
Cowley Airport,카울리 공항,YYM,NA,CA
Swift Current Airport,스위프트 커런트 공항,YYN,NA,CA
Churchill Airport,처칠 공항,YYQ,NA,CA
Goose Bay Airport,구스베이 공항,YYR,NA,CA
St. John's International Airport,세인트존스 국제공항,YYT,NA,CA
Kapuskasing Airport,카푸스카싱 공항,YYU,NA,CA
Armstrong Airport,암스트롱 공항,YYW,NA,CA
Mont Joli Airport,몽 졸리 공항,YYY,NA,CA
Toronto Lester B. Pearson International Airport,토론토 레스터 B. 피어슨 국제공항,YYZ,NA,CA
Gore Bay Manitoulin Airport,고어 베이 매니툴린 공항,YZE,NA,CA
Yellowknife International Airport,옐로나이프 국제공항,YZF,NA,CA
Salluit Airport,살루이트 공항,YZG,NA,CA
Slave Lake Airport,슬레이브레이크 공항,YZH,NA,CA
Sandspit Airport,샌드스핏 공항,YZP,NA,CA
Chris Hadfield Airport,크리스 해드필드 공항,YZR,NA,CA
Coral Harbour Airport,코랄하버 공항,YZS,NA,CA
Port Hardy Airport,포트하디 공항,YZT,NA,CA
Whitecourt Airport,화이트코트 공항,YZU,NA,CA
Teslin Airport,테슬라 공항,YZW,NA,CA
York Landing Airport,요크 랜딩 공항,ZAC,NA,CA
Shuswap Regional Airport,슈스왑 지역공항,YSN,NA,CA
Boundary Bay Airport,바운더리 베이 공항,YDT,NA,CA
Ilford Airport,일포드 공항,ILF,NA,CA
Bathurst Airport,배서스트 공항,ZBF,NA,CA
Kelsey Airport,켈시 공항,KES,NA,CA
Eastmain River Airport,이스트메인 리버 공항,ZEM,NA,CA
Faro Airport,파로 공항,ZFA,NA,CA
Fond-du-Lac Airport,퐁듀락 공항,ZFD,NA,CA
Pukatawagan Airport,푸카타와간 공항,XPK,NA,CA
Fort Mcpherson Airport,포트맥퍼슨 공항,ZFM,NA,CA
Tulita Airport,툴리타 공항,ZFN,NA,CA
Grand Forks Airport,그랜드포크스 공항,ZGF,NA,CA
Gods River Airport,갓스리버 공항,ZGI,NA,CA
Little Grand Rapids Airport,리틀 그랜드래피즈 공항,ZGR,NA,CA
High Prairie Airport,하이 프레리 공항,ZHP,NA,CA
Jenpeg Airport,젠페그 공항,ZJG,NA,CA
Swan River Airport,스완리버 공항,ZJN,NA,CA
Cascade Locks State Airport,캐스케이드락스 주립공항,CZK,NA,US
Kashechewan Airport,카셰체완 공항,ZKE,NA,CA
Thicket Portage Airport,덤불 포티지 공항,YTD,NA,CA
Muskrat Dam Airport,머스크렛 댐 공항,MSA,NA,CA
South Cariboo Region / 108 Mile Airport,사우스 카리부 지역/108마일 공항,ZMH,NA,CA
Pikwitonei Airport,피크위토네이 공항,PIW,NA,CA
Masset Airport,마세트 공항,ZMT,NA,CA
Chisana Airport,치사나 공항,CZN,NA,US
Poplar River Airport,포플러 리버 공항,XPP,NA,CA
Chistochina Airport,치스토차이나 공항,CZO,NA,US
Sachigo Lake Airport,사치고 호수 공항,ZPB,NA,CA
Pincher Creek Airport,핀처 크릭 공항,WPC,NA,CA
Pinehouse Lake Airport,파인하우스 레이크 공항,ZPO,NA,CA
Round Lake (Weagamow Lake) Airport,라운드 레이크(위가모우 레이크) 공항,ZRJ,NA,CA
Sandy Lake Airport,샌디 레이크 공항,ZSJ,NA,CA
South Indian Lake Airport,사우스 인디언 레이크 공항,XSI,NA,CA
Stewart Airport,스튜어트 공항,ZST,NA,CA
Bloodvein River Airport,블러드베인 리버 공항,YDV,NA,CA
Shamattawa Airport,샤마타와 공항,ZTM,NA,CA
Ignace Municipal Airport,이그나스 시립공항,ZUC,NA,CA
Churchill Falls Airport,처칠 폴스 공항,ZUM,NA,CA
Lac Brochet Airport,락 브로셰 공항,XLB,NA,CA
Wollaston Lake Airport,월라스턴 레이크 공항,ZWL,NA,CA
Canandaigua Airport,카난다이구아 공항,IUA,NA,US
Delta Junction Airport,델타 정션 공항,DJN,NA,US
Mostaganem Airport,모스타가넴 공항,MQV,AF,DZ
Blida Airport,블리다 공항,QLD,AF,DZ
Bou Saada Airport,부 사다 공항,BUJ,AF,DZ
Houari Boumediene Airport,후아리 부메디엔 공항,ALG,AF,DZ
Djanet Inedbirene Airport,자넷 이네드비렌 공항,DJG,AF,DZ
Illizi Takhamalt Airport,일리지 타카말트 공항,VVZ,AF,DZ
Ain Arnat Airport,아인 아르나 공항,QSF,AF,DZ
Jijel Ferhat Abbas Airport,지젤 페르하트 압바스 공항,GJL,AF,DZ
Mecheria Airport,메체리아 공항,MZW,AF,DZ
Annaba Rabah Bitat Airport,안나바 라바 비타트 공항,AAE,AF,DZ
Mohamed Boudiaf International Airport,모하메드 부디아프 국제공항,CZL,AF,DZ
Batna Mostefa Ben Boulaid Airport,바트나 모스테파 벤 불레이드 공항,BLJ,AF,DZ
Daup Airport,다웁 공항,DAF,OC,PG
Hassi R'Mel Airport,하시 R'멜 공항,HRM,AF,DZ
Tsletsi Airport,츠레시 공항,QDJ,AF,DZ
Dathina Airport,다티나 공항,DAH,AS,YE
Dabo Airport,다보공항,DAO,OC,PG
Abdelhafid Boussouf Bou Chekif Airport,압델하피드 부수프 부 체키프 공항,TID,AF,DZ
Tindouf Airport,틴두프 공항,TIN,AF,DZ
Chlef Aboubakr Belkaid International Airport,츨레프 아부바크르 벨카이드 국제공항,CFK,AF,DZ
